"","long","lat","yield","variety","seeding_rate","seed_spacing","speed"
"25",-91.8499884222947,40.3764058248344,233.748945164105,"DKC63-33RIB",35.3721,5.9111,4.28
"26",-91.8499884602947,40.3764192038344,243.768016351522,"DKC63-33RIB",35.2261,5.9356,4.72
"27",-91.8499874762947,40.3764324878344,233.757908147317,"DKC63-33RIB",35.2261,5.9356,4.72
"28",-91.8499870442947,40.3764457728344,228.320496119055,"DKC63-33RIB",35.2261,5.9356,4.72
"29",-91.8499869912947,40.3764591058344,240.202215048788,"DKC63-33RIB",35.2261,5.9356,4.72
"30",-91.8499867242947,40.3764725388344,223.627265518771,"DKC63-33RIB",35.2261,5.9356,4.72
"31",-91.8499873092947,40.3764858628344,219.113148320645,"DKC63-33RIB",35.2261,5.9356,4.72
"32",-91.8499873722947,40.3764991038344,234.937295866341,"DKC63-33RIB",35.2261,5.9356,4.72
"33",-91.8499866672947,40.3765123138344,255.061409226027,"DKC63-33RIB",35.6491,5.8652,4.73
"34",-91.8499861552947,40.3765256938344,253.858559263491,"DKC63-33RIB",35.6491,5.8652,4.73
"35",-91.8499851592947,40.3765389818344,239.369226289189,"DKC63-33RIB",35.6491,5.8652,4.73
"36",-91.8499847632947,40.3765522628344,252.960239130804,"DKC63-33RIB",35.6491,5.8652,4.73
"37",-91.8499844662947,40.3765656628344,251.608764813747,"DKC63-33RIB",35.6491,5.8652,4.73
"38",-91.8499839722947,40.3765788898343,243.157439125885,"DKC63-33RIB",35.6491,5.8652,4.73
"39",-91.8499837382947,40.3765921838343,244.515676382844,"DKC63-33RIB",35.6491,5.8652,4.73
"40",-91.8499837252947,40.3766055298344,235.845474009381,"DKC63-33RIB",36.4851,5.7308,4.74
"41",-91.8499842292947,40.3766188908344,246.143745457895,"DKC63-33RIB",36.4851,5.7308,4.74
"42",-91.8499843392947,40.3766320908343,246.961213393479,"DKC63-33RIB",36.4851,5.7308,4.74
"43",-91.8499838352947,40.3766453468344,227.183703846711,"DKC63-33RIB",36.4851,5.7308,4.74
"44",-91.8499831162947,40.3766586208343,228.876731909072,"DKC63-33RIB",36.4851,5.7308,4.74
"45",-91.8499831262947,40.3766719478344,226.25905845089,"DKC63-33RIB",36.4851,5.7308,4.74
"46",-91.8499828332947,40.3766851948344,242.723157237346,"DKC63-33RIB",36.4681,5.7335,4.72
"47",-91.8499826882947,40.3766984288343,253.220216410464,"DKC63-33RIB",36.4681,5.7335,4.72
"48",-91.8499823852947,40.3767117018344,244.642120351312,"DKC63-33RIB",36.4681,5.7335,4.72
"49",-91.8499824232947,40.3767249418344,245.476972442443,"DKC63-33RIB",36.4681,5.7335,4.72
"50",-91.8499825202947,40.3767382458343,259.990149245819,"DKC63-33RIB",36.4681,5.7335,4.72
"51",-91.8499824132947,40.3767515278343,247.57717274461,"DKC63-33RIB",36.4681,5.7335,4.72
"52",-91.8499823742947,40.3767647958343,245.953097460052,"DKC63-33RIB",36.4681,5.7335,4.72
"53",-91.8499819542947,40.3767780748343,222.11781829144,"DKC63-33RIB",37.2681,5.6104,4.72
"54",-91.8499808682947,40.3767913308344,246.600783706717,"DKC63-33RIB",37.2681,5.6104,4.72
"55",-91.8499802962947,40.3768045698343,248.524179456236,"DKC63-33RIB",37.2681,5.6104,4.72
"56",-91.8499803182947,40.3768178468343,218.291326179042,"DKC63-33RIB",37.2681,5.6104,4.72
"57",-91.8499801212947,40.3768309998343,236.666041967822,"DKC63-33RIB",37.2681,5.6104,4.72
"58",-91.8499803052947,40.3768443558343,232.229665140056,"DKC63-33RIB",37.2681,5.6104,4.72
"59",-91.8499802052947,40.3768576538343,228.809979349403,"DKC63-33RIB",37.2681,5.6104,4.72
"60",-91.8499802742947,40.3768709278343,224.277581163158,"DKC63-33RIB",37.2661,5.6107,4.71
"61",-91.8499803352947,40.3768841788343,243.635424710312,"DKC63-33RIB",37.2661,5.6107,4.71
"62",-91.8499800792947,40.3768973938343,246.112840731183,"DKC63-33RIB",37.2661,5.6107,4.71
"63",-91.8499789072947,40.3769105558343,250.52061397092,"DKC63-33RIB",37.2661,5.6107,4.71
"64",-91.8499787062947,40.3769238088343,237.922663925225,"DKC63-33RIB",37.2661,5.6107,4.71
"65",-91.8499792782947,40.3769370708343,243.67718760724,"DKC63-33RIB",37.2661,5.6107,4.71
"66",-91.8499795912947,40.3769502178343,228.827717409789,"DKC63-33RIB",37.2761,5.6092,4.72
"67",-91.8499797252947,40.3769634128343,229.081118753781,"DKC63-33RIB",37.2761,5.6092,4.72
"68",-91.8499797822947,40.3769767128343,236.761986730831,"DKC63-33RIB",37.2761,5.6092,4.72
"69",-91.8499791282947,40.3769899548343,234.132605153216,"DKC63-33RIB",37.2761,5.6092,4.72
"70",-91.8499787992947,40.3770031578343,230.733054170646,"DKC63-33RIB",37.2761,5.6092,4.72
"71",-91.8499787672947,40.3770163998343,226.71440747011,"DKC63-33RIB",37.2761,5.6092,4.72
"72",-91.8499782062947,40.3770295898343,228.562627319599,"DKC63-33RIB",37.2761,5.6092,4.72
"73",-91.8499776892947,40.3770429208343,219.487350314939,"DKC63-33RIB",37.2801,5.6086,4.7
"74",-91.8499776132947,40.3770561458343,208.725019832459,"DKC63-33RIB",37.2801,5.6086,4.7
"75",-91.8499771652947,40.3770693848343,241.008239146471,"DKC63-33RIB",37.2801,5.6086,4.7
"76",-91.8499767342947,40.3770824258343,263.403603446231,"DKC63-33RIB",37.2801,5.6086,4.7
"77",-91.8499761562947,40.3770955248343,247.456904415181,"DKC63-33RIB",37.2801,5.6086,4.7
"78",-91.8499765062947,40.3771087598343,245.130127757315,"DKC63-33RIB",37.2801,5.6086,4.7
"79",-91.8499762922947,40.3771218228343,267.329205995312,"DKC63-33RIB",37.2801,5.6086,4.7
"80",-91.8499761732947,40.3771348298343,270.009287732202,"DKC63-33RIB",37.2831,5.6081,4.72
"81",-91.8499750042947,40.3771478398343,251.912460240813,"DKC63-33RIB",37.2831,5.6081,4.72
"82",-91.8499746412947,40.3771610178343,248.85163881572,"DKC63-33RIB",37.2831,5.6081,4.72
"83",-91.8499751002947,40.3771741178343,255.31309694124,"DKC63-33RIB",37.2831,5.6081,4.72
"84",-91.8499753962947,40.3771872058343,255.709418307836,"DKC63-33RIB",37.2831,5.6081,4.72
"85",-91.8499757002947,40.3772002748343,228.527247499277,"DKC63-33RIB",37.2831,5.6081,4.72
"86",-91.8499757302947,40.3772133288343,221.936005983536,"DKC63-33RIB",37.2831,5.6081,4.72
"87",-91.8499756222947,40.3772264218343,220.412362973447,"DKC63-33RIB",37.2661,5.6107,4.73
"88",-91.8499753392947,40.3772393618343,217.25614077793,"DKC63-33RIB",37.2661,5.6107,4.73
"89",-91.8499749742947,40.3772523398343,219.115439281953,"DKC63-33RIB",37.2661,5.6107,4.73
"90",-91.8499742722947,40.3772651928343,240.073582373404,"DKC63-33RIB",37.2661,5.6107,4.73
"91",-91.8499744322947,40.3772781938343,236.40453308287,"DKC63-33RIB",37.2661,5.6107,4.73
"92",-91.8499745672947,40.3772911718343,233.958794316806,"DKC63-33RIB",37.2661,5.6107,4.73
"93",-91.8499745752947,40.3773041348343,239.003582953482,"DKC63-33RIB",37.2701,5.6101,4.74
"94",-91.8499743682947,40.3773171488343,235.830508243683,"DKC63-33RIB",37.2701,5.6101,4.74
"95",-91.8499741202946,40.3773300408343,211.119141666089,"DKC63-33RIB",37.2701,5.6101,4.74
"96",-91.8499737822946,40.3773428728343,208.695946547044,"DKC63-33RIB",37.2701,5.6101,4.74
"97",-91.8499735682946,40.3773558508343,237.914079698777,"DKC63-33RIB",37.2701,5.6101,4.74
"98",-91.8499735962946,40.3773687738343,239.935278289382,"DKC63-33RIB",37.2701,5.6101,4.74
"99",-91.8499734642946,40.3773815608343,223.093606431581,"DKC63-33RIB",37.2701,5.6101,4.74
"100",-91.8499734392946,40.3773942968343,247.876966174249,"DKC63-33RIB",37.1801,5.6237,4.77
"101",-91.8499731702946,40.3774070418343,240.352124969761,"DKC63-33RIB",37.1801,5.6237,4.77
"102",-91.8499729222946,40.3774199148343,238.965474774084,"DKC63-33RIB",37.1801,5.6237,4.77
"103",-91.8499725882946,40.3774326848343,226.488097224822,"DKC63-33RIB",37.1801,5.6237,4.77
"104",-91.8499725382946,40.3774455938343,223.442966229293,"DKC63-33RIB",37.1801,5.6237,4.77
"105",-91.8499726152946,40.3774584188343,230.125624796732,"DKC63-33RIB",37.1801,5.6237,4.77
"106",-91.8499726002946,40.3774713838343,248.3180101356,"DKC63-33RIB",37.1801,5.6237,4.77
"107",-91.8499725222946,40.3774843798343,233.009896912324,"DKC63-33RIB",37.2411,5.6145,4.76
"108",-91.8499723742946,40.3774975218343,241.426474078754,"DKC63-33RIB",37.2411,5.6145,4.76
"109",-91.8499724132946,40.3775105178344,227.692437744509,"DKC63-33RIB",37.2411,5.6145,4.76
"110",-91.8499721922946,40.3775235798343,228.268985534362,"DKC63-33RIB",37.2411,5.6145,4.76
"111",-91.8499717432946,40.3775367848343,236.770650752773,"DKC63-33RIB",37.2411,5.6145,4.76
"112",-91.8499713412946,40.3775501038344,229.418275920462,"DKC63-33RIB",37.2411,5.6145,4.76
"113",-91.8499710222947,40.3775634718343,235.109677856881,"DKC63-33RIB",37.2411,5.6145,4.76
"114",-91.8499706512947,40.3775767988343,233.458397227041,"DKC63-33RIB",37.1591,5.6268,4.76
"115",-91.8499704812946,40.3775903088343,228.060356904773,"DKC63-33RIB",37.1591,5.6268,4.76
"116",-91.8499703552946,40.3776037538344,226.956138299405,"DKC63-33RIB",37.1591,5.6268,4.76
"117",-91.8499708272946,40.3776173068344,212.768539088937,"DKC63-33RIB",37.1591,5.6268,4.76
"118",-91.8499711232946,40.3776308958343,221.0138576989,"DKC63-33RIB",37.1591,5.6268,4.76
"119",-91.8499706712946,40.3776443538343,217.052379419744,"DKC63-33RIB",37.1591,5.6268,4.76
"120",-91.8499704622946,40.3776578808343,229.860345836746,"DKC63-33RIB",37.2151,5.6184,4.75
"121",-91.8499702072946,40.3776714978343,246.400737166913,"DKC63-33RIB",37.2151,5.6184,4.75
"122",-91.8499698412946,40.3776851188343,243.96123919405,"DKC63-33RIB",37.2151,5.6184,4.75
"123",-91.8499696562946,40.3776987468343,241.567018287425,"DKC63-33RIB",37.2151,5.6184,4.75
"124",-91.8499691822946,40.3777123078343,247.611304712937,"DKC63-33RIB",37.2151,5.6184,4.75
"125",-91.8499688422946,40.3777258208343,225.811341195837,"DKC63-33RIB",37.2151,5.6184,4.75
"126",-91.8499689492946,40.3777393188343,223.878735913773,"DKC63-33RIB",37.2151,5.6184,4.75
"127",-91.8499690762946,40.3777528718343,238.825033455228,"DKC63-33RIB",37.2541,5.6125,4.76
"128",-91.8499689172946,40.3777663488344,221.078977906474,"DKC63-33RIB",37.2541,5.6125,4.76
"129",-91.8499687882946,40.3777798018344,228.030526585074,"DKC63-33RIB",37.2541,5.6125,4.76
"130",-91.8499684572947,40.3777933388344,227.172673826906,"DKC63-33RIB",37.2541,5.6125,4.76
"131",-91.8499678992947,40.3778067528344,219.268353678627,"DKC63-33RIB",37.2541,5.6125,4.76
"132",-91.8499677412946,40.3778202578344,231.71605593321,"DKC63-33RIB",37.2541,5.6125,4.76
"133",-91.8499674122946,40.3778337098343,209.565155235301,"DKC63-33RIB",37.3121,5.6038,4.74
"134",-91.8499672142947,40.3778472468343,221.919035867651,"DKC63-33RIB",37.3121,5.6038,4.74
"135",-91.8499668372946,40.3778606278344,243.493311270706,"DKC63-33RIB",37.3121,5.6038,4.74
"136",-91.8499666152946,40.3778740688344,234.931290857152,"DKC63-33RIB",37.3121,5.6038,4.74
"137",-91.8499664102946,40.3778875758344,232.350830491097,"DKC63-33RIB",37.3121,5.6038,4.74
"138",-91.8499661702946,40.3779009648344,230.73143744202,"DKC63-33RIB",37.3121,5.6038,4.74
"139",-91.8499659112946,40.3779144528344,228.359696560672,"DKC63-33RIB",37.3121,5.6038,4.74
"140",-91.8499652702946,40.3779277208344,236.283715734269,"DKC63-33RIB",37.3401,5.5996,4.74
"141",-91.8499646242946,40.3779411328344,223.88858334873,"DKC63-33RIB",37.3401,5.5996,4.74
"142",-91.8499643182946,40.3779545478343,233.93399101172,"DKC63-33RIB",37.3401,5.5996,4.74
"143",-91.8499639862946,40.3779678958344,230.99019081241,"DKC63-33RIB",37.3401,5.5996,4.74
"144",-91.8499634272946,40.3779812118344,231.959602119474,"DKC63-33RIB",37.3401,5.5996,4.74
"145",-91.8499629612946,40.3779946058344,224.692624227185,"DKC63-33RIB",37.3401,5.5996,4.74
"146",-91.8499628062946,40.3780079678343,225.175794795897,"DKC63-33RIB",37.3401,5.5996,4.74
"147",-91.8499629232946,40.3780212608344,221.829336716514,"DKC63-33RIB",37.3151,5.6033,4.73
"148",-91.8499633102946,40.3780346418344,225.571192434681,"DKC63-33RIB",37.3151,5.6033,4.73
"149",-91.8499630512946,40.3780479378344,219.043982061342,"DKC63-33RIB",37.3151,5.6033,4.73
"150",-91.8499626712946,40.3780611448344,231.467646196764,"DKC63-33RIB",37.3151,5.6033,4.73
"151",-91.8499622642946,40.3780745558344,230.561997030276,"DKC63-33RIB",37.3151,5.6033,4.73
"152",-91.8499619922946,40.3780878208344,231.959355008356,"DKC63-33RIB",37.3151,5.6033,4.73
"153",-91.8499613712946,40.3781011278344,241.892234402544,"DKC63-33RIB",37.2901,5.6071,4.75
"154",-91.8499611922946,40.3781142278344,220.880718785753,"DKC63-33RIB",37.2901,5.6071,4.75
"155",-91.8499608992946,40.3781274578344,226.676464306423,"DKC63-33RIB",37.2901,5.6071,4.75
"156",-91.8499608042946,40.3781406538344,233.662056544397,"DKC63-33RIB",37.2901,5.6071,4.75
"157",-91.8499608522946,40.3781539858344,224.257739534159,"DKC63-33RIB",37.2901,5.6071,4.75
"158",-91.8499612542946,40.3781672578343,225.152282256904,"DKC63-33RIB",37.2901,5.6071,4.75
"159",-91.8499615052946,40.3781804638344,218.532820634073,"DKC63-33RIB",37.2901,5.6071,4.75
"160",-91.8499614232946,40.3781936988344,218.302327545795,"DKC63-33RIB",37.2691,5.6102,4.75
"161",-91.8499609582946,40.3782068058344,216.155418447195,"DKC63-33RIB",37.2691,5.6102,4.75
"162",-91.8499607312946,40.3782199558344,209.327394847666,"DKC63-33RIB",37.2691,5.6102,4.75
"163",-91.8499609412946,40.3782331698343,224.637042069286,"DKC63-33RIB",37.2691,5.6102,4.75
"164",-91.8499606992946,40.3782462608343,234.648472504143,"DKC63-33RIB",37.2691,5.6102,4.75
"165",-91.8499604502946,40.3782594758344,244.947773342977,"DKC63-33RIB",37.2691,5.6102,4.75
"166",-91.8499602492946,40.3782726878344,259.333226741131,"DKC63-33RIB",37.2691,5.6102,4.75
"167",-91.8499598532946,40.3782858258344,243.623303750941,"DKC63-33RIB",37.2711,5.6099,4.75
"168",-91.8499590422946,40.3782989358344,237.932035297259,"DKC63-33RIB",37.2711,5.6099,4.75
"169",-91.8499592982946,40.3783120678343,250.623977815634,"DKC63-33RIB",37.2711,5.6099,4.75
"170",-91.8499594022946,40.3783253548343,230.536773193929,"DKC63-33RIB",37.2711,5.6099,4.75
"171",-91.8499594382946,40.3783385778344,235.765491657603,"DKC63-33RIB",37.2711,5.6099,4.75
"172",-91.8499594512946,40.3783517278344,236.694026170563,"DKC63-33RIB",37.2711,5.6099,4.75
"173",-91.8499594212946,40.3783649928343,226.814661425382,"DKC63-33RIB",37.3231,5.6021,4.75
"174",-91.8499592412946,40.3783781838344,235.978199930235,"DKC63-33RIB",37.3231,5.6021,4.75
"175",-91.8499589432946,40.3783914018343,213.075565326564,"DKC63-33RIB",37.3231,5.6021,4.75
"176",-91.8499586342946,40.3784047218344,221.455706088402,"DKC63-33RIB",37.3231,5.6021,4.75
"177",-91.8499582672946,40.3784179898343,228.182654973243,"DKC63-33RIB",37.3231,5.6021,4.75
"178",-91.8499581362946,40.3784313378344,221.592322386631,"DKC63-33RIB",37.3231,5.6021,4.75
"179",-91.8499576662946,40.3784445458344,237.048688454209,"DKC63-33RIB",37.3231,5.6021,4.75
"180",-91.8499574562946,40.3784578748344,227.574378444833,"DKC63-33RIB",37.3561,5.5972,4.73
"181",-91.8499571562946,40.3784711988343,244.560353418994,"DKC63-33RIB",37.3561,5.5972,4.73
"182",-91.8499570842946,40.3784845128343,241.274254859959,"DKC63-33RIB",37.3561,5.5972,4.73
"183",-91.8499564592946,40.3784977248343,234.52962199894,"DKC63-33RIB",37.3561,5.5972,4.73
"184",-91.8499560042946,40.3785109278344,227.170296770712,"DKC63-33RIB",37.3561,5.5972,4.73
"185",-91.8499553712946,40.3785241818344,225.988295381086,"DKC63-33RIB",37.3561,5.5972,4.73
"186",-91.8499551472946,40.3785372528343,232.693809043359,"DKC63-33RIB",37.3561,5.5972,4.73
"187",-91.8499547442946,40.3785503668343,227.235274551031,"DKC63-33RIB",37.3801,5.5936,4.72
"188",-91.8499543062946,40.3785634928343,229.626918872904,"DKC63-33RIB",37.3801,5.5936,4.72
"189",-91.8499545072946,40.3785766448344,218.091056683436,"DKC63-33RIB",37.3801,5.5936,4.72
"190",-91.8499551632946,40.3785899128343,219.045773852083,"DKC63-33RIB",37.3801,5.5936,4.72
"191",-91.8499548952946,40.3786030898343,209.161977018561,"DKC63-33RIB",37.3801,5.5936,4.72
"192",-91.8499545462946,40.3786161348343,214.244416312997,"DKC63-33RIB",37.3801,5.5936,4.72
"193",-91.8499542262946,40.3786293928344,220.27731162668,"DKC63-33RIB",37.3311,5.6009,4.75
"194",-91.8499534112946,40.3786424798344,244.501004053739,"DKC63-33RIB",37.3311,5.6009,4.75
"195",-91.8499529842946,40.3786556988344,244.340700569861,"DKC63-33RIB",37.3311,5.6009,4.75
"196",-91.8499526632946,40.3786688958344,215.423445321406,"DKC63-33RIB",37.3311,5.6009,4.75
"197",-91.8499517562946,40.3786820838343,225.924446703873,"DKC63-33RIB",37.3311,5.6009,4.75
"198",-91.8499514332946,40.3786952158344,242.101344997458,"DKC63-33RIB",37.3311,5.6009,4.75
"199",-91.8499512722946,40.3787084488343,246.692028265974,"DKC63-33RIB",37.2101,5.6191,4.73
"200",-91.8499513762946,40.3787216908344,244.08245977342,"DKC63-33RIB",36.9771,5.6545,4.74
"201",-91.8499520242946,40.3787347488343,234.362548568777,"DKC63-33RIB",37.2821,5.6083,4.75
"202",-91.8499522152946,40.3787477318344,242.119443388341,"DKC63-33RIB",37.2821,5.6083,4.75
"203",-91.8499530892946,40.3787607808344,237.024365874182,"DKC63-33RIB",37.2821,5.6083,4.75
"204",-91.8499538122946,40.3787738898343,212.166686218846,"DKC63-33RIB",37.2821,5.6083,4.75
"205",-91.8499533192946,40.3787868278343,220.078298206927,"DKC63-33RIB",37.2821,5.6083,4.75
"206",-91.8499534412946,40.3787998038344,220.241524700388,"DKC63-33RIB",37.2821,5.6083,4.75
"207",-91.8499534782946,40.3788128178343,229.925463781322,"DKC63-33RIB",37.3101,5.6041,5.19
"208",-91.8499524582946,40.3788258198343,243.387394888553,"DKC63-33RIB",37.3101,5.6041,5.19
"209",-91.8499514042946,40.3788388428344,252.267169531666,"DKC63-33RIB",37.3101,5.6041,5.19
"210",-91.8499507522946,40.3788520298343,236.334796357136,"DKC63-33RIB",36.5541,5.72,4.74
"211",-91.8499502052946,40.3788651788343,231.914189048124,"DKC63-33RIB",36.5541,5.72,4.74
"212",-91.8499501462946,40.3788781758343,214.042390329819,"DKC63-33RIB",36.5541,5.72,4.74
"213",-91.8499501102946,40.3788912338344,213.179582722843,"DKC63-33RIB",36.5541,5.72,4.74
"214",-91.8499498932946,40.3789042528343,220.238331372447,"DKC63-33RIB",36.5141,5.7262,4.74
"215",-91.8499498432946,40.3789173318343,225.385247868816,"DKC63-33RIB",36.5141,5.7262,4.74
"216",-91.8499496312946,40.3789302738343,213.572819801899,"DKC63-33RIB",36.5141,5.7262,4.74
"217",-91.8499492872946,40.3789433188343,215.411027295389,"DKC63-33RIB",36.5141,5.7262,4.74
"218",-91.8499491982946,40.3789563938343,228.01756658239,"DKC63-33RIB",36.5141,5.7262,4.74
"219",-91.8499491712946,40.3789693758343,230.774450834159,"DKC63-33RIB",36.5141,5.7262,4.74
"220",-91.8499491692946,40.3789822238343,229.462369877602,"DKC63-33RIB",36.5341,5.7231,4.75
"221",-91.8499491202946,40.3789952128343,222.640569728304,"DKC63-33RIB",36.5341,5.7231,4.75
"222",-91.8499490392946,40.3790080418343,239.773866375704,"DKC63-33RIB",36.5341,5.7231,4.75
"223",-91.8499488762946,40.3790209998343,298.007761145848,"DKC63-33RIB",36.5341,5.7231,4.75
"224",-91.8499485732947,40.3790338798343,300.036506759644,"DKC63-33RIB",36.5341,5.7231,4.75
"225",-91.8499485442946,40.3790467488343,306.928319984073,"DKC63-33RIB",36.5341,5.7231,4.75
"226",-91.8499482172947,40.3790595158343,277.852545087281,"DKC63-33RIB",36.5341,5.7231,4.75
"227",-91.8499475382947,40.3790723468343,272.646708255787,"DKC63-33RIB",36.5531,5.7201,4.75
"228",-91.8499469762947,40.3790851908343,260.560475601305,"DKC63-33RIB",36.5531,5.7201,4.75
"229",-91.8499466122947,40.3790982258343,240.648896296991,"DKC63-33RIB",36.5531,5.7201,4.75
"230",-91.8499464502947,40.3791110788343,241.843098082388,"DKC63-33RIB",36.5531,5.7201,4.75
"231",-91.8499464382947,40.3791240058343,245.092968486023,"DKC63-33RIB",36.5531,5.7201,4.75
"232",-91.8499462402947,40.3791369128343,232.745698129661,"DKC63-33RIB",36.5531,5.7201,4.75
"233",-91.8499460892947,40.3791497718343,215.487036920644,"DKC63-33RIB",36.5531,5.7201,4.75
"234",-91.8499455742947,40.3791628238343,197.160773417631,"DKC63-33RIB",37.2141,5.6185,3.65
"235",-91.8499450652947,40.3791757708344,243.974199879166,"DKC63-33RIB",37.2141,5.6185,3.65
"236",-91.8499449382947,40.3791888698344,239.572032354169,"DKC63-33RIB",37.2141,5.6185,3.65
"237",-91.8500218542946,40.3791860508343,152.95511175821,"DKC63-33RIB",37.2141,5.6185,3.74
"238",-91.8500226112946,40.3791701148343,183.065875961412,"DKC63-33RIB",37.2141,5.6185,3.74
"239",-91.8500230712946,40.3791546838343,201.270908849653,"DKC63-33RIB",37.3441,5.599,3.79
"240",-91.8500239002946,40.3791392658343,205.137124925482,"DKC63-33RIB",37.3441,5.599,3.79
"241",-91.8500241262946,40.3791239798343,209.583512486163,"DKC63-33RIB",37.3441,5.599,3.79
"242",-91.8500249112946,40.3791086858343,223.702707004565,"DKC63-33RIB",37.3441,5.599,3.79
"243",-91.8500252162946,40.3790932528343,241.96274014568,"DKC63-33RIB",37.3441,5.599,3.79
"244",-91.8500253642946,40.3790779148343,247.681805125582,"DKC63-33RIB",37.3441,5.599,3.79
"245",-91.8500254452946,40.3790629518343,253.087723506771,"DKC63-33RIB",37.2541,5.6125,5.14
"246",-91.8500253002946,40.3790480568343,226.126115495695,"DKC63-33RIB",37.2541,5.6125,5.14
"247",-91.8500255712946,40.3790331398343,228.440858158611,"DKC63-33RIB",37.2541,5.6125,5.14
"248",-91.8500257812946,40.3790182318344,224.670778802163,"DKC63-33RIB",37.2541,5.6125,5.14
"249",-91.8500261582946,40.3790034608344,228.182961426222,"DKC63-33RIB",37.2541,5.6125,5.14
"250",-91.8500266782946,40.3789886318343,224.171819363122,"DKC63-33RIB",37.2541,5.6125,5.14
"251",-91.8500271392946,40.3789738418344,218.152638435053,"DKC63-33RIB",37.2551,5.6123,5.14
"252",-91.8500275342946,40.3789589448344,205.686894435634,"DKC63-33RIB",37.2551,5.6123,5.14
"253",-91.8500278842946,40.3789441638343,207.837521334593,"DKC63-33RIB",37.2551,5.6123,5.14
"254",-91.8500281342946,40.3789293768343,209.978515345918,"DKC63-33RIB",37.2551,5.6123,5.14
"255",-91.8500280662946,40.3789144518343,208.293284141741,"DKC63-33RIB",37.2551,5.6123,5.14
"256",-91.8500275572946,40.3788995168344,204.769793452562,"DKC63-33RIB",37.2551,5.6123,5.14
"257",-91.8500274782946,40.3788848198344,209.689314216658,"DKC63-33RIB",37.3101,5.6041,5.19
"258",-91.8500275212946,40.3788699598343,232.327245300383,"DKC63-33RIB",37.3101,5.6041,5.19
"259",-91.8500273922946,40.3788550608344,235.327832888797,"DKC63-33RIB",37.3101,5.6041,5.19
"260",-91.8500277212946,40.3788403078344,220.04324145134,"DKC63-33RIB",37.3101,5.6041,5.19
"261",-91.8500284322946,40.3788256238343,216.363335008488,"DKC63-33RIB",37.3101,5.6041,5.19
"262",-91.8500285642946,40.3788108728344,206.555846999712,"DKC63-33RIB",37.3101,5.6041,5.19
"263",-91.8500296612946,40.3787961648343,211.256488928344,"DKC63-33RIB",37.2821,5.6083,4.75
"264",-91.8500299352946,40.3787814678343,210.723755543194,"DKC63-33RIB",37.2821,5.6083,4.75
"265",-91.8500302702946,40.3787666918343,217.017207752241,"DKC63-33RIB",37.2821,5.6083,4.75
"266",-91.8500306082946,40.3787520768343,219.628391093016,"DKC63-33RIB",37.2821,5.6083,4.75
"267",-91.8500306862946,40.3787371898344,219.844863819499,"DKC63-33RIB",37.2821,5.6083,4.75
"268",-91.8500311392946,40.3787225458343,215.231905404178,"DKC63-33RIB",37.2821,5.6083,4.75
